x,y
0.410423672787671,2.451296030776539
-0.12134597885609,3.3638053737589337
0.61380929219113,2.047110130769128
-0.342653552373799,4.794420193651031
0.664723419084879,2.1010886490125715
-0.0481134654633293,3.08191018819456
0.861164810424056,3.469955995268373
0.164771275004174,2.7641544901111805
-0.0336687369919011,3.0389633649986965
-0.413491677663257,5.372753661047174
-0.890909138501868,11.014580313544167
0.370110622724886,2.5417020805503032
-0.123722346526986,3.374767484227522
-0.149887454977477,3.5028656925465262
0.956071946916109,4.032423851607055
0.315767435614664,2.6370901298246303
-0.681212580142463,8.024366468883537
0.200969834189962,2.744343565606587
0.722807174426212,2.318002067945642
0.372810617698047,2.5361287841806957
-0.61715086817449,7.282318202668845
0.480164388316985,2.272181788444825
-0.603380346350046,7.135020133409167
-0.102430717962402,3.2806028042817488
-0.0161156878313593,2.9921407926181867
